Date,Event (NC=Last Trading; C=Clearing; H=Holiday; T=Tradeday),Code,HSI,MHI,HKEXHSI,HHI,HSICALLCODE,HSIPUTCODE,HSICALLPATTERN,HSIPUTPATTERN
2010-11-06,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-11-07,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-11-08,T,X,HSIX0,MHIX0,1011,HHIX0,K0,W0,HSI<STRIKE>K0,HSI<STRIKE>W0
2010-11-09,T,X,HSIX0,MHIX0,1011,HHIX0,K0,W0,HSI<STRIKE>K0,HSI<STRIKE>W0
2010-11-10,T,X,HSIX0,MHIX0,1011,HHIX0,K0,W0,HSI<STRIKE>K0,HSI<STRIKE>W0
2010-11-11,T,X,HSIX0,MHIX0,1011,HHIX0,K0,W0,HSI<STRIKE>K0,HSI<STRIKE>W0
2010-11-12,T,X,HSIX0,MHIX0,1011,HHIX0,K0,W0,HSI<STRIKE>K0,HSI<STRIKE>W0
2010-11-13,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-11-14,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-11-15,T,X,HSIX0,MHIX0,1011,HHIX0,K0,W0,HSI<STRIKE>K0,HSI<STRIKE>W0
2010-11-16,T,X,HSIX0,MHIX0,1011,HHIX0,K0,W0,HSI<STRIKE>K0,HSI<STRIKE>W0
2010-11-17,T,X,HSIX0,MHIX0,1011,HHIX0,K0,W0,HSI<STRIKE>K0,HSI<STRIKE>W0
2010-11-18,T,X,HSIX0,MHIX0,1011,HHIX0,K0,W0,HSI<STRIKE>K0,HSI<STRIKE>W0
2010-11-19,T,X,HSIX0,MHIX0,1011,HHIX0,K0,W0,HSI<STRIKE>K0,HSI<STRIKE>W0
2010-11-20,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-11-21,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-11-22,T,X,HSIX0,MHIX0,1011,HHIX0,K0,W0,HSI<STRIKE>K0,HSI<STRIKE>W0
2010-11-23,T,X,HSIX0,MHIX0,1011,HHIX0,K0,W0,HSI<STRIKE>K0,HSI<STRIKE>W0
2010-11-24,T,X,HSIX0,MHIX0,1011,HHIX0,K0,W0,HSI<STRIKE>K0,HSI<STRIKE>W0
2010-11-25,T,X,HSIX0,MHIX0,1011,HHIX0,K0,W0,HSI<STRIKE>K0,HSI<STRIKE>W0
2010-11-26,T,X,HSIX0,MHIX0,1011,HHIX0,K0,W0,HSI<STRIKE>K0,HSI<STRIKE>W0
2010-11-27,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-11-28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-11-29,NC,Z,HSIZ0,MHIZ0,1012,HHIZ0,L0,X0,HSI<STRIKE>L0,HSI<STRIKE>X0
2010-11-30,C,Z,HSIZ0,MHIZ0,1012,HHIZ0,L0,X0,HSI<STRIKE>L0,HSI<STRIKE>X0
2010-12-01,T,Z,HSIZ0,MHIZ0,1012,HHIZ0,L0,X0,HSI<STRIKE>L0,HSI<STRIKE>X0
2010-12-02,T,Z,HSIZ0,MHIZ0,1012,HHIZ0,L0,X0,HSI<STRIKE>L0,HSI<STRIKE>X0
2010-12-03,T,Z,HSIZ0,MHIZ0,1012,HHIZ0,L0,X0,HSI<STRIKE>L0,HSI<STRIKE>X0
2010-12-04,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-12-05,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-12-06,T,Z,HSIZ0,MHIZ0,1012,HHIZ0,L0,X0,HSI<STRIKE>L0,HSI<STRIKE>X0
2010-12-07,T,Z,HSIZ0,MHIZ0,1012,HHIZ0,L0,X0,HSI<STRIKE>L0,HSI<STRIKE>X0
2010-12-08,T,Z,HSIZ0,MHIZ0,1012,HHIZ0,L0,X0,HSI<STRIKE>L0,HSI<STRIKE>X0
2010-12-09,T,Z,HSIZ0,MHIZ0,1012,HHIZ0,L0,X0,HSI<STRIKE>L0,HSI<STRIKE>X0
2010-12-10,T,Z,HSIZ0,MHIZ0,1012,HHIZ0,L0,X0,HSI<STRIKE>L0,HSI<STRIKE>X0
2010-12-11,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-12-12,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-12-13,T,Z,HSIZ0,MHIZ0,1012,HHIZ0,L0,X0,HSI<STRIKE>L0,HSI<STRIKE>X0
2010-12-14,T,Z,HSIZ0,MHIZ0,1012,HHIZ0,L0,X0,HSI<STRIKE>L0,HSI<STRIKE>X0
2010-12-15,T,Z,HSIZ0,MHIZ0,1012,HHIZ0,L0,X0,HSI<STRIKE>L0,HSI<STRIKE>X0
2010-12-16,T,Z,HSIZ0,MHIZ0,1012,HHIZ0,L0,X0,HSI<STRIKE>L0,HSI<STRIKE>X0
2010-12-17,T,Z,HSIZ0,MHIZ0,1012,HHIZ0,L0,X0,HSI<STRIKE>L0,HSI<STRIKE>X0
2010-12-18,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-12-19,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-12-20,T,Z,HSIZ0,MHIZ0,1012,HHIZ0,L0,X0,HSI<STRIKE>L0,HSI<STRIKE>X0
2010-12-21,T,Z,HSIZ0,MHIZ0,1012,HHIZ0,L0,X0,HSI<STRIKE>L0,HSI<STRIKE>X0
2010-12-22,T,Z,HSIZ0,MHIZ0,1012,HHIZ0,L0,X0,HSI<STRIKE>L0,HSI<STRIKE>X0
2010-12-23,T,Z,HSIZ0,MHIZ0,1012,HHIZ0,L0,X0,HSI<STRIKE>L0,HSI<STRIKE>X0
2010-12-24,T,Z,HSIZ0,MHIZ0,1012,HHIZ0,L0,X0,HSI<STRIKE>L0,HSI<STRIKE>X0
2010-12-25,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-12-26,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-12-27,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-12-28,T,Z,HSIZ0,MHIZ0,1012,HHIZ0,L0,X0,HSI<STRIKE>L0,HSI<STRIKE>X0
2010-12-29,T,Z,HSIZ0,MHIZ0,1012,HHIZ0,L0,X0,HSI<STRIKE>L0,HSI<STRIKE>X0
2010-12-30,NC,F,HSIF1,MHIF1,1101,HHIF1,A1,M1,HSI<STRIKE>A1,HSI<STRIKE>M1
2010-12-31,C,F,HSIF1,MHIF1,1101,HHIF1,A1,M1,HSI<STRIKE>A1,HSI<STRIKE>M1
2011-01-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-01-02,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-01-03,T,F,HSIF1,MHIF1,1101,HHIF1,A1,M1,HSI<STRIKE>A1,HSI<STRIKE>M1
2011-01-04,T,F,HSIF1,MHIF1,1101,HHIF1,A1,M1,HSI<STRIKE>A1,HSI<STRIKE>M1
2011-01-05,T,F,HSIF1,MHIF1,1101,HHIF1,A1,M1,HSI<STRIKE>A1,HSI<STRIKE>M1
2011-01-06,T,F,HSIF1,MHIF1,1101,HHIF1,A1,M1,HSI<STRIKE>A1,HSI<STRIKE>M1
2011-01-07,T,F,HSIF1,MHIF1,1101,HHIF1,A1,M1,HSI<STRIKE>A1,HSI<STRIKE>M1
2011-01-08,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-01-09,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-01-10,T,F,HSIF1,MHIF1,1101,HHIF1,A1,M1,HSI<STRIKE>A1,HSI<STRIKE>M1
2011-01-11,T,F,HSIF1,MHIF1,1101,HHIF1,A1,M1,HSI<STRIKE>A1,HSI<STRIKE>M1
2011-01-12,T,F,HSIF1,MHIF1,1101,HHIF1,A1,M1,HSI<STRIKE>A1,HSI<STRIKE>M1
2011-01-13,T,F,HSIF1,MHIF1,1101,HHIF1,A1,M1,HSI<STRIKE>A1,HSI<STRIKE>M1
2011-01-14,T,F,HSIF1,MHIF1,1101,HHIF1,A1,M1,HSI<STRIKE>A1,HSI<STRIKE>M1
2011-01-15,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-01-16,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-01-17,T,F,HSIF1,MHIF1,1101,HHIF1,A1,M1,HSI<STRIKE>A1,HSI<STRIKE>M1
2011-01-18,T,F,HSIF1,MHIF1,1101,HHIF1,A1,M1,HSI<STRIKE>A1,HSI<STRIKE>M1
2011-01-19,T,F,HSIF1,MHIF1,1101,HHIF1,A1,M1,HSI<STRIKE>A1,HSI<STRIKE>M1
2011-01-20,T,F,HSIF1,MHIF1,1101,HHIF1,A1,M1,HSI<STRIKE>A1,HSI<STRIKE>M1
2011-01-21,T,F,HSIF1,MHIF1,1101,HHIF1,A1,M1,HSI<STRIKE>A1,HSI<STRIKE>M1
2011-01-22,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-01-23,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-01-24,T,F,HSIF1,MHIF1,1101,HHIF1,A1,M1,HSI<STRIKE>A1,HSI<STRIKE>M1
2011-01-25,T,F,HSIF1,MHIF1,1101,HHIF1,A1,M1,HSI<STRIKE>A1,HSI<STRIKE>M1
2011-01-26,T,F,HSIF1,MHIF1,1101,HHIF1,A1,M1,HSI<STRIKE>A1,HSI<STRIKE>M1
2011-01-27,T,F,HSIF1,MHIF1,1101,HHIF1,A1,M1,HSI<STRIKE>A1,HSI<STRIKE>M1
2011-01-28,NC,G,HSIG1,MHIG1,1102,HHIG1,B1,N1,HSI<STRIKE>B1,HSI<STRIKE>N1
2011-01-29,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-01-30,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-01-31,C,G,HSIG1,MHIG1,1102,HHIG1,B1,N1,HSI<STRIKE>B1,HSI<STRIKE>N1
2011-02-01,T,G,HSIG1,MHIG1,1102,HHIG1,B1,N1,HSI<STRIKE>B1,HSI<STRIKE>N1
2011-02-02,T,G,HSIG1,MHIG1,1102,HHIG1,B1,N1,HSI<STRIKE>B1,HSI<STRIKE>N1
2011-02-03,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-02-04,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-02-05,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-02-06,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-02-07,T,G,HSIG1,MHIG1,1102,HHIG1,B1,N1,HSI<STRIKE>B1,HSI<STRIKE>N1
2011-02-08,T,G,HSIG1,MHIG1,1102,HHIG1,B1,N1,HSI<STRIKE>B1,HSI<STRIKE>N1
2011-02-09,T,G,HSIG1,MHIG1,1102,HHIG1,B1,N1,HSI<STRIKE>B1,HSI<STRIKE>N1
2011-02-10,T,G,HSIG1,MHIG1,1102,HHIG1,B1,N1,HSI<STRIKE>B1,HSI<STRIKE>N1
2011-02-11,T,G,HSIG1,MHIG1,1102,HHIG1,B1,N1,HSI<STRIKE>B1,HSI<STRIKE>N1
2011-02-12,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-02-13,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-02-14,T,G,HSIG1,MHIG1,1102,HHIG1,B1,N1,HSI<STRIKE>B1,HSI<STRIKE>N1
2011-02-15,T,G,HSIG1,MHIG1,1102,HHIG1,B1,N1,HSI<STRIKE>B1,HSI<STRIKE>N1
2011-02-16,T,G,HSIG1,MHIG1,1102,HHIG1,B1,N1,HSI<STRIKE>B1,HSI<STRIKE>N1
2011-02-17,T,G,HSIG1,MHIG1,1102,HHIG1,B1,N1,HSI<STRIKE>B1,HSI<STRIKE>N1
2011-02-18,T,G,HSIG1,MHIG1,1102,HHIG1,B1,N1,HSI<STRIKE>B1,HSI<STRIKE>N1
2011-02-19,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-02-20,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-02-21,T,G,HSIG1,MHIG1,1102,HHIG1,B1,N1,HSI<STRIKE>B1,HSI<STRIKE>N1
2011-02-22,T,G,HSIG1,MHIG1,1102,HHIG1,B1,N1,HSI<STRIKE>B1,HSI<STRIKE>N1
2011-02-23,T,G,HSIG1,MHIG1,1102,HHIG1,B1,N1,HSI<STRIKE>B1,HSI<STRIKE>N1
2011-02-24,T,G,HSIG1,MHIG1,1102,HHIG1,B1,N1,HSI<STRIKE>B1,HSI<STRIKE>N1
2011-02-25,NC,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-02-26,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-02-27,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-02-28,C,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-03-01,T,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-03-02,T,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-03-03,T,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-03-04,T,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-03-05,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-03-06,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-03-07,T,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-03-08,T,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-03-09,T,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-03-10,T,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-03-11,T,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-03-12,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-03-13,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-03-14,T,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-03-15,T,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-03-16,T,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-03-17,T,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-03-18,T,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-03-19,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-03-20,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-03-21,T,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-03-22,T,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-03-23,T,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-03-24,T,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-03-25,T,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-03-26,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-03-27,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-03-28,T,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-03-29,T,H,HSIH1,MHIH1,1103,HHIH1,C1,O1,HSI<STRIKE>C1,HSI<STRIKE>O1
2011-03-30,NC,J,HSIJ1,MHIJ1,1104,HHIJ1,D1,P1,HSI<STRIKE>D1,HSI<STRIKE>P1
2011-03-31,C,J,HSIJ1,MHIJ1,1104,HHIJ1,D1,P1,HSI<STRIKE>D1,HSI<STRIKE>P1
2011-04-01,T,J,HSIJ1,MHIJ1,1104,HHIJ1,D1,P1,HSI<STRIKE>D1,HSI<STRIKE>P1
2011-04-02,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-04-03,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-04-04,T,J,HSIJ1,MHIJ1,1104,HHIJ1,D1,P1,HSI<STRIKE>D1,HSI<STRIKE>P1
2011-04-05,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-04-06,T,J,HSIJ1,MHIJ1,1104,HHIJ1,D1,P1,HSI<STRIKE>D1,HSI<STRIKE>P1
2011-04-07,T,J,HSIJ1,MHIJ1,1104,HHIJ1,D1,P1,HSI<STRIKE>D1,HSI<STRIKE>P1
2011-04-08,T,J,HSIJ1,MHIJ1,1104,HHIJ1,D1,P1,HSI<STRIKE>D1,HSI<STRIKE>P1
2011-04-09,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-04-10,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-04-11,T,J,HSIJ1,MHIJ1,1104,HHIJ1,D1,P1,HSI<STRIKE>D1,HSI<STRIKE>P1
2011-04-12,T,J,HSIJ1,MHIJ1,1104,HHIJ1,D1,P1,HSI<STRIKE>D1,HSI<STRIKE>P1
2011-04-13,T,J,HSIJ1,MHIJ1,1104,HHIJ1,D1,P1,HSI<STRIKE>D1,HSI<STRIKE>P1
2011-04-14,T,J,HSIJ1,MHIJ1,1104,HHIJ1,D1,P1,HSI<STRIKE>D1,HSI<STRIKE>P1
2011-04-15,T,J,HSIJ1,MHIJ1,1104,HHIJ1,D1,P1,HSI<STRIKE>D1,HSI<STRIKE>P1
2011-04-16,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-04-17,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-04-18,T,J,HSIJ1,MHIJ1,1104,HHIJ1,D1,P1,HSI<STRIKE>D1,HSI<STRIKE>P1
2011-04-19,T,J,HSIJ1,MHIJ1,1104,HHIJ1,D1,P1,HSI<STRIKE>D1,HSI<STRIKE>P1
2011-04-20,T,J,HSIJ1,MHIJ1,1104,HHIJ1,D1,P1,HSI<STRIKE>D1,HSI<STRIKE>P1
2011-04-21,T,J,HSIJ1,MHIJ1,1104,HHIJ1,D1,P1,HSI<STRIKE>D1,HSI<STRIKE>P1
2011-04-22,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-04-23,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-04-24,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-04-25,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-04-26,T,J,HSIJ1,MHIJ1,1104,HHIJ1,D1,P1,HSI<STRIKE>D1,HSI<STRIKE>P1
2011-04-27,T,J,HSIJ1,MHIJ1,1104,HHIJ1,D1,P1,HSI<STRIKE>D1,HSI<STRIKE>P1
2011-04-28,NC,K,HSIK1,MHIK1,1105,HHIK1,E1,Q1,HSI<STRIKE>E1,HSI<STRIKE>Q1
2011-04-29,C,K,HSIK1,MHIK1,1105,HHIK1,E1,Q1,HSI<STRIKE>E1,HSI<STRIKE>Q1
2011-04-30,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-05-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-05-02,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-05-03,T,K,HSIK1,MHIK1,1105,HHIK1,E1,Q1,HSI<STRIKE>E1,HSI<STRIKE>Q1
2011-05-04,T,K,HSIK1,MHIK1,1105,HHIK1,E1,Q1,HSI<STRIKE>E1,HSI<STRIKE>Q1
2011-05-05,T,K,HSIK1,MHIK1,1105,HHIK1,E1,Q1,HSI<STRIKE>E1,HSI<STRIKE>Q1
2011-05-06,T,K,HSIK1,MHIK1,1105,HHIK1,E1,Q1,HSI<STRIKE>E1,HSI<STRIKE>Q1
2011-05-07,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-05-08,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-05-09,T,K,HSIK1,MHIK1,1105,HHIK1,E1,Q1,HSI<STRIKE>E1,HSI<STRIKE>Q1
2011-05-10,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-05-11,T,K,HSIK1,MHIK1,1105,HHIK1,E1,Q1,HSI<STRIKE>E1,HSI<STRIKE>Q1
2011-05-12,T,K,HSIK1,MHIK1,1105,HHIK1,E1,Q1,HSI<STRIKE>E1,HSI<STRIKE>Q1
2011-05-13,T,K,HSIK1,MHIK1,1105,HHIK1,E1,Q1,HSI<STRIKE>E1,HSI<STRIKE>Q1
2011-05-14,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-05-15,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-05-16,T,K,HSIK1,MHIK1,1105,HHIK1,E1,Q1,HSI<STRIKE>E1,HSI<STRIKE>Q1
2011-05-17,T,K,HSIK1,MHIK1,1105,HHIK1,E1,Q1,HSI<STRIKE>E1,HSI<STRIKE>Q1
2011-05-18,T,K,HSIK1,MHIK1,1105,HHIK1,E1,Q1,HSI<STRIKE>E1,HSI<STRIKE>Q1
2011-05-19,T,K,HSIK1,MHIK1,1105,HHIK1,E1,Q1,HSI<STRIKE>E1,HSI<STRIKE>Q1
2011-05-20,T,K,HSIK1,MHIK1,1105,HHIK1,E1,Q1,HSI<STRIKE>E1,HSI<STRIKE>Q1
2011-05-21,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-05-22,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-05-23,T,K,HSIK1,MHIK1,1105,HHIK1,E1,Q1,HSI<STRIKE>E1,HSI<STRIKE>Q1
2011-05-24,T,K,HSIK1,MHIK1,1105,HHIK1,E1,Q1,HSI<STRIKE>E1,HSI<STRIKE>Q1
2011-05-25,T,K,HSIK1,MHIK1,1105,HHIK1,E1,Q1,HSI<STRIKE>E1,HSI<STRIKE>Q1
2011-05-26,T,K,HSIK1,MHIK1,1105,HHIK1,E1,Q1,HSI<STRIKE>E1,HSI<STRIKE>Q1
2011-05-27,T,K,HSIK1,MHIK1,1105,HHIK1,E1,Q1,HSI<STRIKE>E1,HSI<STRIKE>Q1
2011-05-28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-05-29,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-05-30,NC,M,HSIM1,MHIM1,1106,HHIM1,F1,R1,HSI<STRIKE>F1,HSI<STRIKE>R1
2011-05-31,C,M,HSIM1,MHIM1,1106,HHIM1,F1,R1,HSI<STRIKE>F1,HSI<STRIKE>R1
2011-06-01,T,M,HSIM1,MHIM1,1106,HHIM1,F1,R1,HSI<STRIKE>F1,HSI<STRIKE>R1
2011-06-02,T,M,HSIM1,MHIM1,1106,HHIM1,F1,R1,HSI<STRIKE>F1,HSI<STRIKE>R1
2011-06-03,T,M,HSIM1,MHIM1,1106,HHIM1,F1,R1,HSI<STRIKE>F1,HSI<STRIKE>R1
2011-06-04,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-06-05,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-06-06,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-06-07,T,M,HSIM1,MHIM1,1106,HHIM1,F1,R1,HSI<STRIKE>F1,HSI<STRIKE>R1
2011-06-08,T,M,HSIM1,MHIM1,1106,HHIM1,F1,R1,HSI<STRIKE>F1,HSI<STRIKE>R1
2011-06-09,T,M,HSIM1,MHIM1,1106,HHIM1,F1,R1,HSI<STRIKE>F1,HSI<STRIKE>R1
2011-06-10,T,M,HSIM1,MHIM1,1106,HHIM1,F1,R1,HSI<STRIKE>F1,HSI<STRIKE>R1
2011-06-11,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-06-12,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011-06-13,T,M,HSIM1,MHIM1,1106,HHIM1,F1,R1,HSI<STRIKE>F1,HSI<STRIKE>R1
2011-06-14,T,M,HSIM1,MHIM1,1106,HHIM1,F1,R1,HSI<STRIKE>F1,HSI<STRIKE>R1
2011-06-15,T,M,HSIM1,MHIM1,1106,HHIM1,F1,R1,HSI<STRIKE>F1,HSI<STRIKE>R1
2011-06-16,T,M,HSIM1,MHIM1,1106,HHIM1,F1,R1,HSI<STRIKE>F1,HSI<STRIKE>R1
2011-06-17,T,M,HSIM1,MHIM1,1106,HHIM1,F1,R1,HSI<STRIKE>F1,HSI<STRIKE>R1
2011-06-18,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
